237,238,157,183,276,254,67,98
209,164,130,127,187,358,72,84
146,166,155,148,231,299,60,72
167,139,131,130,196,211,57,70
128,144,153,127,180,204,58,70
129,127,124,124,194,178,55,74
130,126,128,143,182,175,56,71
122,127,125,124,184,177,56,69
125,125,125,131,184,184,53,115
124,123,125,124,180,235,52,82
