article_id;full_name;sex;birth_year;city;state;country;continent;latitude;longitude;occupation;industry;domain;article_languages;page_views;average_views;historical_popularity_index
160071;Otto Klemperer;Male;1885;Wrocław;;Poland;Europe;51.1;1.703.333;Conductor;Music;Arts;26;599419;23055;23.242
143160;Nino Rota;Male;1911;Milan;;Italy;Europe;4.546.667;918.333;Composer;Music;Arts;35;2114932;60427;232.419
106014;Auguste Piccard;Male;1884;Basel;;Switzerland;Europe;4.756.667;7.6;Physicist;Natural Sciences;Science & Technology;30;777175;25906;232.416
8401973;Desmond Tutu;Male;1931;Klerksdorp;;South Africa;Africa;-2.686.667;2.666.667;Religious Figure;Religion;Institutions;69;6333888;91795;232.407
141931;J. M. Barrie;Male;1860;Kirriemuir;;United Kingdom;Europe;5.666.921;-30.051;Writer;Language;Humanities;40;3787309;94683;232.406
531714;Kurt Schuschnigg;Male;1897;Riva del Garda;;Italy;Europe;4.588.333;10.85;Politician;Government;Institutions;31;650893;20997;232.387
69577;Charles Albert of Sardinia;Male;1798;Turin;;Italy;Europe;4.506.889;768.611;Politician;Government;Institutions;27;778124;28819;232.385
405696;Nathan Söderblom;Male;1866;Uppsala;;Sweden;Europe;5.985.806;1.764.472;Religious Figure;Religion;Institutions;32;266321;8323;232.384
105587;Sofia Kovalevskaya;Female;1850;Moscow;;Russia;Europe;55.75;3.761.667;Mathematician;Math;Science & Technology;43;744304;17309;232.377
70650;Alfonso VII of León;Male;1105;Caldas de Reis;;Spain;Europe;4.260.278;-863.833;Politician;Government;Institutions;26;353073;13580;232.359
17917;Lars von Trier;Male;1956;Kongens Lyngby;;Denmark;Europe;55.77;12.5;Film Director;Film And Theatre;Arts;55;8475478;154100;232.342
46720;William Tecumseh Sherman;Male;1820;Lancaster;OH;United States;North America;397.193;-8.260.529;Military Personnel;Military;Institutions;40;3868295;96707;232.337
539074;Georges Dumézil;Male;1898;Paris;;France;Europe;488.567;23.508;Linguist;Language;Humanities;27;438388;16237;232.337
254402;Miguel of Portugal;Male;1802;Lisbon;;Portugal;Europe;387.506;-92.587;Nobleman;Government;Institutions;27;523392;19385;232.328
16324;John Hancock;Male;1737;Boston;MA;United States;North America;42.206;-71.005;Politician;Government;Institutions;30;3429123;114304;232.323
262459;Rob Halford;Male;1951;The Royal Town of Sutton Coldfield;;United Kingdom;Europe;52.563;-1.822;Singer;Music;Arts;31;4930915;159062;232.319
378674;Luigi Nono;Male;1924;Venice;;Italy;Europe;454.375;1.233.583;Composer;Music;Arts;29;530630;18298;232.313
166969;Slavoj Žižek;Male;1949;Ljubljana;;Slovenia;Europe;4.605.556;1.450.833;Philosopher;Philosophy;Humanities;43;4223561;98222;232.311
400421;Abbas Kiarostami;Male;1940;Tehran;;Iran;Asia;3.569.611;5.142.306;Film Director;Film And Theatre;Arts;34;1508887;44379;232.308
400249;Paul Reynaud;Male;1878;Barcelonnette;;France;Europe;443.867;66.531;Politician;Government;Institutions;27;565710;20952;232.291
89753;Alain Resnais;Male;1922;Vannes;;France;Europe;476.559;-27.603;Film Director;Film And Theatre;Arts;29;1518112;52349;232.289
393625;Omar al-Bashir;Male;1944;Hosh Bannaga;;Sudan;Africa;;;Politician;Government;Institutions;52;2626622;50512;232.287
16308;Jet Li;Male;1963;Beijing;;China;Asia;3.991.667;11.638.333;Actor;Film And Theatre;Arts;54;22726161;420855;232.273
80020;Manu Chao;Male;1961;Paris;;France;Europe;488.567;23.508;Singer;Music;Arts;34;7298542;214663;232.272
697510;José de Espronceda;Male;1808;Almendralejo;;Spain;Europe;3.868.306;-640.917;Writer;Language;Humanities;33;1340785;40630;232.269
4998606;Andrew III of Hungary;Male;1265;Venice;;Italy;Europe;454.375;1.233.583;Politician;Government;Institutions;26;286596;11023;232.268
141986;Toussaint Louverture;Male;1743;Haiti;;France;Europe;;;Social Activist;Activism;Public Figure;35;2602584;74360;232.262
80051;Norodom Sihanouk;Male;1922;Phnom Penh;;Cambodia;Asia;1.156.368;10.493.112;Politician;Government;Institutions;54;2367554;43844;23.226
481941;Wendell Meredith Stanley;Male;1904;Ridgeville;IN;United States;North America;4.029.083;-8.502.917;Chemist;Natural Sciences;Science & Technology;37;242950;6566;232.255
388129;Jacobus Arminius;Male;1560;Oudewater;;Netherlands;Europe;52.03;4.88;Philosopher;Philosophy;Humanities;26;404884;15572;232.242
323750;Carlos Saavedra Lamas;Male;1878;Buenos Aires;;Argentina;South America;-3.460.333;-5.838.167;Politician;Government;Institutions;37;442050;11947;232.237
203499;Gustav Fechner;Male;1801;Bad Muskau;;Germany;Europe;5.159.167;1.475.833;Psychologist;Social Sciences;Science & Technology;30;565938;18865;232.237
267929;Sali Berisha;Male;1944;Viçidol;;Albania;Europe;4.238.694;2.017.583;Politician;Government;Institutions;46;1120877;24367;232.235
164420;Jean Henri Fabre;Male;1823;Saint-Léons;;France;Europe;442.164;29.867;Biologist;Natural Sciences;Science & Technology;27;507309;18789;232.222
37736;Roger Zelazny;Male;1937;Euclid;OH;United States;North America;4.159.556;-8.151.917;Writer;Language;Humanities;28;1117172;39899;23.222
320445;Luis Alvarez;Male;1911;San Francisco-Bay Area;CA;United States;North America;3.778.333;-12.241.667;Physicist;Natural Sciences;Science & Technology;46;673647;14645;232.219
602445;Sadako Sasaki;Female;1943;Hiroshima;;Japan;Asia;3.438.528;13.245.528;Social Activist;Activism;Public Figure;30;2424600;80820;232.213
563540;Heinrich Lenz;Male;1804;Tartu;;Estonia;Europe;5.838.333;2.671.667;Physicist;Natural Sciences;Science & Technology;29;416003;14345;232.184
319684;Léon Jouhaux;Male;1879;Paris;;France;Europe;488.567;23.508;Social Activist;Activism;Public Figure;34;229107;6738;232.184
1421978;Vasily Zhukovsky;Male;1783;Tula;;Russia;Europe;54.2;3.761.667;Writer;Language;Humanities;33;261660;7929;232.183
144026;Emilio Aguinaldo;Male;1869;Manila;;Philippines;Asia;1.443.333;120.9;Politician;Government;Institutions;42;3425936;81570;23.218
174182;Kakuei Tanaka;Male;1918;Niigata;;Japan;Asia;;;Politician;Government;Institutions;29;2677048;92312;232.178
671962;Alain Robbe-Grillet;Male;1922;Brest;;France;Europe;483.908;-44.856;Writer;Language;Humanities;35;1048013;29943;232.178
161947;Alan Greenspan;Male;1926;New York;NY;United States;North America;4.079.028;-7.395.972;Economist;Social Sciences;Science & Technology;37;4683815;126590;232.172
8487;David Brewster;Male;1781;Jedburgh;;United Kingdom;Europe;55.477;-2.546;Physicist;Natural Sciences;Science & Technology;26;312563;12022;232.166
663342;Josip Jelačić;Male;1801;Petrovaradin;;Serbia;Europe;45.25;1.986.667;Military Personnel;Military;Institutions;29;520549;17950;23.216
23370128;Ken Thompson;Male;1943;New Orleans;LA;United States;North America;29.95;-9.006.667;Computer Scientist;Computer Science;Science & Technology;40;1437712;35943;23.216
11240679;Stieg Larsson;Male;1954;Skelleftehamn;;Sweden;Europe;6.468.333;2.123.333;Writer;Language;Humanities;43;12768801;296949;232.152
80481;Juliana of the Netherlands;Female;1909;The Hague;;Netherlands;Europe;52.081;4.306;Politician;Government;Institutions;44;2516450;57192;232.152
396548;Ilya Frank;Male;1908;Saint Petersburg;;Russia;Europe;59.95;30.3;Physicist;Natural Sciences;Science & Technology;38;239844;6312;232.134
708064;Rita Levi-Montalcini;Female;1909;Turin;;Italy;Europe;4.506.667;7.7;Physician;Medicine;Science & Technology;50;3293711;65874;232.123
452431;Lavoslav Ružička;Male;1887;Vukovar;;Croatia;Europe;45.35;19;Chemist;Natural Sciences;Science & Technology;37;277382;7497;232.103
50678;Matthias Jakob Schleiden;Male;1804;Hamburg;;Germany;Europe;5.356.528;1.000.139;Biologist;Natural Sciences;Science & Technology;35;1632862;46653;232.102
179334;Isaac Babel;Male;1894;Odessa;;Ukraine;Europe;4.646.667;3.073.333;Writer;Language;Humanities;32;547119;17097;232.101
163892;Viggo Mortensen;Male;1958;New York;NY;United States;North America;4.079.028;-7.395.972;Actor;Film And Theatre;Arts;47;15620134;332343;23.21
340372;Wilhelm Liebknecht;Male;1826;Gießen;;Germany;Europe;5.058.333;866.667;Politician;Government;Institutions;28;371963;13284;232.099
16449;Jerome K. Jerome;Male;1859;Walsall;;United Kingdom;Europe;52.58;-1.98;Writer;Language;Humanities;34;916049;26943;232.095
177801;John Rhys-Davies;Male;1944;Ammanford;;United Kingdom;Europe;51.8;-3.993;Actor;Film And Theatre;Arts;31;5980040;192905;232.083
21222213;Robert Burns;Male;1759;Alloway;;United Kingdom;Europe;55.43;-4.636;Writer;Language;Humanities;63;4795977;76127;23.208
61150;Baudouin of Belgium;Male;1930;Laeken;;Belgium;Europe;5.086.667;4.35;Politician;Government;Institutions;45;1422474;31611;232.077
28607;Sergei Diaghilev;Male;1872;Selishchi;;Russia;Europe;;;Businessperson;Business;Business & Law;29;1067713;36818;232.076
780437;Otto Diels;Male;1876;Hamburg;;Germany;Europe;5.356.528;1.000.139;Chemist;Natural Sciences;Science & Technology;37;220028;5947;232.072
8955445;O. J. Simpson;Male;1947;San Francisco-Bay Area;CA;United States;North America;3.778.333;-12.241.667;American Football Player;Team Sports;Sports;29;14749449;508602;232.069
57550;Charles Edward Stuart;Male;1720;Rome;;Italy;Europe;418.984;124.827;Politician;Government;Institutions;27;1757793;65103;232.059
517303;Siegbert Tarrasch;Male;1862;Wrocław;;Poland;Europe;51.1;1.703.333;Writer;Language;Humanities;30;269894;8996;232.059
163504;Andrei Tupolev;Male;1888;Kimry;;Russia;Europe;5.686.667;37.35;Engineer;Engineering;Science & Technology;32;436922;13654;232.058
505106;Roger Glover;Male;1945;Brecon;;United Kingdom;Europe;5.194.677;-339.086;Musician;Music;Arts;28;1316119;47004;232.053
1403369;Yanka Kupala;Male;1882;Maladzyechna Raion;;Belarus;Europe;543.136;268.517;Writer;Language;Humanities;62;557607;8994;232.045
70756;Larry Flynt;Male;1942;Magoffin County;KY;United States;North America;37.7;-83.06;Businessperson;Business;Business & Law;31;5493208;177200;232.043
230664;Janet Leigh;Female;1927;Merced;CA;United States;North America;37.3;-12.048.333;Actor;Film And Theatre;Arts;35;4774180;136405;232.033
213877;Hippolyte Fizeau;Male;1819;Paris;;France;Europe;488.567;23.508;Physicist;Natural Sciences;Science & Technology;28;374176;13363;232.032
3067600;Yasuo Fukuda;Male;1936;Takasaki;;Japan;Asia;3.631.667;139;Politician;Government;Institutions;59;2658264;45055;232.031
562598;Fabian Gottlieb von Bellingshausen;Male;1778;Salme Parish;;Estonia;Europe;;;Explorer;Explorers;Exploration;40;405058;10126;232.019
922655;Yma Súmac;Female;1922;Cajamarca;;Peru;South America;-716.444;-7.851.056;Singer;Music;Arts;30;1426536;47551;232.013
164356;Bernard Herrmann;Male;1911;New York;NY;United States;North America;407.127;-740.059;Composer;Music;Arts;28;1288774;46028;232.011
294418;Erich von Stroheim;Male;1885;Vienna;;Austria;Europe;48.2;1.636.667;Film Director;Film And Theatre;Arts;26;946012;36385;232.007
588580;Walter Rudolf Hess;Male;1881;Frauenfeld;;Switzerland;Europe;47.55;8.9;Physician;Medicine;Science & Technology;32;226519;7079;232.005
13024;Graham Chapman;Male;1941;Stoneygate;;United Kingdom;Europe;52.616;-1.103;Actor;Film And Theatre;Arts;32;4521101;141284;232.002
16046;James Cagney;Male;1899;New York;NY;United States;North America;407.127;-740.059;Actor;Film And Theatre;Arts;46;3460621;75231;231.994
382665;Michel Piccoli;Male;1925;Paris;;France;Europe;488.567;23.508;Actor;Film And Theatre;Arts;31;1426700;46023;231.994
17367;Konrad Emil Bloch;Male;1912;Nysa;;Poland;Europe;5.046.667;1.733.333;Chemist;Natural Sciences;Science & Technology;35;219557;6273;23.199
1189432;Rafael del Riego;Male;1784;Asturias;;Spain;Europe;4.333.333;-6;Politician;Government;Institutions;37;366204;9897;231.984
13076;Gordon Brown;Male;1951;Giffnock;;United Kingdom;Europe;5.579.842;-429.069;Politician;Government;Institutions;88;8035264;91310;231.977
27773;Sophia of Hanover;Female;1630;The Hague;;Netherlands;Europe;5.208.333;431.667;Nobleman;Government;Institutions;26;1197605;46062;231.973
165453;Inigo Jones;Male;1573;London;;United Kingdom;Europe;51.519;-0.102;Architect;Design;Arts;28;671047;23966;231.971
69571;Ferdinand I of Bulgaria;Male;1861;Vienna;;Austria;Europe;48.2;1.636.667;Politician;Government;Institutions;36;838622;23295;231.967
208580;Priscilla Presley;Female;1945;New York;NY;United States;North America;4.069.278;-7.399.028;Companion;Companions;Public Figure;27;8379215;310341;23.196
50758;Carmen Miranda;Female;1909;Marco de Canaveses;;Portugal;Europe;4.118.333;-8.15;Singer;Music;Arts;28;2777823;99208;231.958
630821;Claude Cohen-Tannoudji;Male;1933;Constantine;;Algeria;Africa;36.35;6.6;Physicist;Natural Sciences;Science & Technology;39;490819;12585;231.958
154996;Anouk Aimée;Female;1932;Paris;;France;Europe;488.567;23.508;Actor;Film And Theatre;Arts;33;1621126;49125;231.938
1272686;Karolos Papoulias;Male;1929;Ioannina;;Greece;Europe;3.966.667;20.85;Politician;Government;Institutions;53;923027;17416;231.938
21188633;Sam Neill;Male;1947;Omagh;;United Kingdom;Europe;54.59;-7.29;Actor;Film And Theatre;Arts;36;5863748;162882;231.938
461567;Lewis Henry Morgan;Male;1818;Aurora;NY;United States;North America;4.274.667;-7.669.944;Anthropologist;Social Sciences;Science & Technology;27;716501;26537;23.192
164695;Karl Pearson;Male;1857;Islington;;United Kingdom;Europe;51.544;-0.1027;Statistician;Math;Science & Technology;29;857209;29559;231.917
590346;Jacques Ibert;Male;1890;Paris;;France;Europe;488.567;23.508;Composer;Music;Arts;27;427775;15844;231.916
55279;James Dewar;Male;1842;Kincardine;;United Kingdom;Europe;56.069;-3.719;Chemist;Natural Sciences;Science & Technology;32;386031;12063;231.912
15767974;Ioannis Kapodistrias;Male;1776;Corfu;;Greece;Europe;3.958.333;1.986.667;Politician;Government;Institutions;31;781534;25211;231.902
159552;Akseli Gallen-Kallela;Male;1865;Pori;;Finland;Europe;6.148.333;21.8;Painter;Fine Arts;Arts;27;636797;23585;231.901
712322;Nikita Mikhalkov;Male;1945;Moscow;;Russia;Europe;55.75;3.761.667;Film Director;Film And Theatre;Arts;34;999881;29408;231.898
485323;Wladimir Köppen;Male;1846;Saint Petersburg;;Russia;Europe;59.95;30.3;Geographer;Social Sciences;Science & Technology;32;473985;14812;23.189
295845;Paul Keres;Male;1916;Narva;;Estonia;Europe;5.937.583;2.819.611;Chessmaster;Individual Sports;Sports;32;370912;11591;231.882
149896;Emmy Noether;Female;1882;Erlangen;;Germany;Europe;4.958.333;1.101.667;Mathematician;Math;Science & Technology;37;1421005;38406;231.878
747856;Giovanni Trapattoni;Male;1939;Cusano Milanino;;Italy;Europe;45.55;918.333;Coach;Team Sports;Sports;34;2856539;84016;231.878
1644780;Cristina Fernández de Kirchner;Female;1953;La Plata;;Argentina;South America;-3.492.111;-5.795.444;Politician;Government;Institutions;73;7751630;106187;231.867
44518;Ossip Zadkine;Male;1890;Vitebsk;;Belarus;Europe;5.518.333;3.016.667;Artist;Fine Arts;Arts;26;359157;13814;231.864
163090;Theobald von Bethmann-Hollweg;Male;1856;Hohenfinow;;Germany;Europe;5.281.667;1.393.333;Politician;Government;Institutions;31;554512;17887;231.863
986814;Michelle Bachelet;Female;1951;Santiago;;Chile;South America;-33.45;-7.066.667;Politician;Government;Institutions;63;3458664;54899;231.854
343134;Christopher Plummer;Male;1929;Toronto;;Canada;North America;43.7;-79.4;Actor;Film And Theatre;Arts;40;8367435;209186;231.853
23475401;Sri Aurobindo;Male;1872;Kolkata;;India;Asia;2.256.667;8.836.667;Philosopher;Philosophy;Humanities;40;1668697;41717;231.845
172013;David Alfaro Siqueiros;Male;1896;Chihuahua;;Mexico;North America;2.863.528;-10.608.889;Painter;Fine Arts;Arts;26;2299476;88441;231.845
16380;James Tobin;Male;1918;Urbana-Champaign;IL;United States;North America;40.115;-8.827.278;Economist;Social Sciences;Science & Technology;37;781988;21135;231.839
204121;Mohammad Amin al-Husayni;Male;1895;Jerusalem;;Israel;Asia;3.178.333;3.521.667;Politician;Government;Institutions;28;987721;35276;231.836
254446;Louis Eugène Félix Néel;Male;1904;Lyon;;France;Europe;45.76;4.84;Physicist;Natural Sciences;Science & Technology;43;263575;6130;231.822
213163;Gary Oldman;Male;1958;London;;United Kingdom;Europe;514.709;-0.0337;Actor;Film And Theatre;Arts;59;21222575;359705;231.813
1606746;Marcello Lippi;Male;1948;Viareggio;;Italy;Europe;4.386.667;1.023.333;Coach;Team Sports;Sports;39;2704614;69349;231.809
147982;Duncan I of Scotland;Male;1001;Scotland;;United Kingdom;Europe;55.95;-318.333;Politician;Government;Institutions;28;575893;20568;231.805
24095;Diana, Princess of Wales;Female;1961;Sandringham;;United Kingdom;Europe;5.282.737;0.51437;Nobleman;Government;Institutions;78;9452550;121187;231.801
1548362;Mahmoud Darwish;Male;1941;Al-Birwa;;Israel;Asia;3.290.518;3.518.016;Writer;Language;Humanities;34;2184188;64241;231.797
841403;Isma'il Pasha;Male;1830;Cairo;;Egypt;Africa;30.05;3.123.333;Politician;Government;Institutions;26;725784;27915;231.794
840060;Jacob Isaakszoon van Ruysdael;Male;1628;Haarlem;;Netherlands;Europe;5.238.333;463.333;Painter;Fine Arts;Arts;28;374054;13359;231.786
297899;Jan Neruda;Male;1834;Prague;;Czech Republic;Europe;5.008.333;1.441.667;Writer;Language;Humanities;31;793060;25583;231.766
402492;Gaston Doumergue;Male;1863;Aigues-Vives;;France;Europe;437.403;41.811;Politician;Government;Institutions;29;452318;15597;231.766
27628;Stanley Milgram;Male;1933;New York;NY;United States;North America;407.127;-740.059;Psychologist;Social Sciences;Science & Technology;32;1510975;47218;231.763
961776;Suryavarman II;Male;1100;Cambodia;;Cambodia;Asia;11.55;10.491.667;Politician;Government;Institutions;29;428943;14791;231.754
24260;Pervez Musharraf;Male;1943;Dehli;;India;Asia;28.61;77.23;Politician;Government;Institutions;74;3377591;45643;231.751
555097;Yakov Sverdlov;Male;1885;Nizhny Novgorod;;Russia;Europe;5.632.694;440.075;Politician;Government;Institutions;26;562821;21647;231.748
652685;Nathalie Sarraute;Female;1900;Ivanovo;;Russia;Europe;5.699.667;4.098.194;Writer;Language;Humanities;29;778757;26854;231.748
8756;Daniel Dennett;Male;1942;Boston;MA;United States;North America;4.235.806;-7.106.361;Philosopher;Philosophy;Humanities;34;2144574;63076;231.734
604717;Bulat Okudzhava;Male;1924;Moscow;;Russia;Europe;55.75;3.761.667;Writer;Language;Humanities;33;628928;19058;231.713
187807;Demi Moore;Female;1962;Roswell;NM;United States;North America;3.338.722;-10.452.806;Actor;Film And Theatre;Arts;70;27747931;396399;231.713
187311;Max Beckmann;Male;1884;Leipzig;;Germany;Europe;5.133.333;1.238.333;Artist;Fine Arts;Arts;26;1087188;41815;231.708
143240;Robert Mundell;Male;1932;Kingston;;Canada;North America;4.423.333;-76.5;Economist;Social Sciences;Science & Technology;32;623635;19489;231.708
396661;James Rainwater;Male;1917;Council;ID;United States;North America;44.73;-11.643.611;Physicist;Natural Sciences;Science & Technology;39;237079;6079;231.701
87012;Hermann Oberth;Male;1894;Sibiu;;Romania;Europe;4.579.278;2.415.207;Engineer;Engineering;Science & Technology;31;602634;19440;231.692
756446;Georgy L'vov;Male;1861;Dresden;;Germany;Europe;5.103.333;1.373.333;Politician;Government;Institutions;29;519513;17914;231.679
146981;David Oistrakh;Male;1908;Odessa;;Ukraine;Europe;4.646.667;3.073.333;Musician;Music;Arts;32;622376;19449;231.672
430144;Gene Wilder;Male;1933;Milwaukee;WI;United States;North America;43.05;-87.95;Actor;Film And Theatre;Arts;38;8852854;232970;231.664
398946;Louise of Mecklenburg-Strelitz;Female;1776;Hanover;;Germany;Europe;5.236.667;971.667;Companion;Companions;Public Figure;26;1081701;41604;231.655
99812;William Fox Talbot;Male;1800;Dorset;;United Kingdom;Europe;5.083.333;-233.333;Inventor;Invention;Science & Technology;26;766517;29481;231.655
422504;Ramakrishna;Male;1836;Kamarpukur;;India;Asia;22.91;87.65;Philosopher;Philosophy;Humanities;45;1759243;39094;231.654
187707;Charles VIII of Sweden;Male;1409;Ekholmen Castle;;Sweden;Europe;5.951.306;1.737.417;Politician;Government;Institutions;26;210188;8084;23.165
354604;Albert Lortzing;Male;1801;Berlin;;Germany;Europe;5.251.667;1.338.333;Composer;Music;Arts;28;277392;9907;231.649
1505548;Albert Claude;Male;1899;Leuven;;Belgium;Europe;5.088.333;4.7;Biologist;Natural Sciences;Science & Technology;34;247200;7271;231.648
265030;Kenny Rogers;Male;1938;Houston;TX;United States;North America;2.976.278;-9.538.306;Singer;Music;Arts;34;5461502;160632;231.647
291593;Ali Pasha;Male;1740;Tepelenë;;Albania;Europe;4.026.667;2.003.333;Politician;Government;Institutions;27;913807;33845;231.635
47367;Æthelred of Wessex;Male;840;Wessex;;United Kingdom;Europe;51.2;-2;Politician;Government;Institutions;29;423575;14606;231.614
62666;Michelle Pfeiffer;Female;1958;Los Angeles;CA;United States;North America;3.374.083;-11.788.139;Actor;Film And Theatre;Arts;54;15250081;282409;231.612
74388;James Mason;Male;1909;Huddersfield;;United Kingdom;Europe;53.645;-17.798;Actor;Film And Theatre;Arts;33;2866700;86870;231.603
142242;Paul Stanley;Male;1952;New York;NY;United States;North America;4.079.028;-7.395.972;Musician;Music;Arts;28;5925155;211613;231.585
199511;Paul Tibbets;Male;1915;Quincy;IL;United States;North America;3.993.222;-9.138.861;Military Personnel;Military;Institutions;28;1986626;70951;231.583
23491043;William II of the Netherlands;Male;1792;The Hague;;Netherlands;Europe;52.081;4.306;Politician;Government;Institutions;29;1377368;47495;231.583
76934;Giovanni da Verrazano;Male;1485;Greve in Chianti;;Italy;Europe;4.358.333;1.131.667;Explorer;Explorers;Exploration;38;1457086;38344;231.582
174311;Benjamin Thompson;Male;1753;Boston;MA;United States;North America;4.247.917;-7.115.278;Physicist;Natural Sciences;Science & Technology;27;608874;22551;231.581
26275;Robert Nozick;Male;1938;New York;NY;United States;North America;4.069.278;-7.399.028;Philosopher;Philosophy;Humanities;35;1426008;40743;23.158
207810;Jacqueline du Pré;Female;1945;Oxford;;United Kingdom;Europe;5.175.194;-125.778;Musician;Music;Arts;27;1943900;71996;231.577
153269;John II of Castile;Male;1405;Toro;;Spain;Europe;4.152.556;-539.111;Politician;Government;Institutions;27;727506;26945;231.547
287410;Sin-Itiro Tomonaga;Male;1906;Tokyo;;Japan;Asia;3.568.333;13.968.333;Physicist;Natural Sciences;Science & Technology;43;711719;16552;231.535
570302;Carl Ditters von Dittersdorf;Male;1739;Vienna;;Austria;Europe;48.2;1.636.667;Composer;Music;Arts;26;270412;10400;23.153
18933360;Björk;Female;1965;Reykjavik;;Iceland;Europe;6.413.333;-2.193.333;Musician;Music;Arts;70;13821895;197456;231.529
19620;Michael Palin;Male;1943;Ranmoor;;United Kingdom;Europe;53.372;-1.525;Actor;Film And Theatre;Arts;33;3928603;119049;231.514
1095006;Endre Ady;Male;1877;Căuaş;;Romania;Europe;4.756.667;22.55;Journalist;Language;Humanities;32;1049933;32810;231.512
1942574;Taro Aso;Male;1940;Iizuka;;Japan;Asia;33.65;13.068.333;Politician;Government;Institutions;54;5763327;106728;231.511
4010;Bing Crosby;Male;1903;Tacoma;WA;United States;North America;4.724.139;-12.245.944;Singer;Music;Arts;53;7640264;144156;231.508
155037;Odysseas Elytis;Male;1911;Heraklion;;Greece;Europe;3.533.333;2.513.333;Writer;Language;Humanities;52;1357384;26104;231.508
79451;William Pitt the Younger;Male;1759;London;;United Kingdom;Europe;51.378;0.0192;Politician;Government;Institutions;43;2058657;47876;231.504
255728;Egon Krenz;Male;1937;Kołobrzeg;;Poland;Europe;5.418.333;1.558.333;Politician;Government;Institutions;37;1279672;34586;231.503
691425;Rafael Alberti;Male;1902;El Puerto de Santa María;;Spain;Europe;36.6;-621.667;Writer;Language;Humanities;30;1929845;64328;23.15
528894;Palmiro Togliatti;Male;1893;Genoa;;Italy;Europe;4.441.111;893.278;Politician;Government;Institutions;26;1013349;38975;231.492
452399;Bourvil;Male;1917;Prétot-Vicquemare;;France;Europe;497.317;0.8536;Actor;Film And Theatre;Arts;26;2471960;95075;231.488
60213;Robert III, Duke of Normandy;Male;1050;Normandy;;France;Europe;491.333;-0.36667;Nobleman;Government;Institutions;32;496877;15527;231.488
57317;Prince;Male;1958;Minneapolis;MN;United States;North America;4.498.333;-9.326.667;Singer;Music;Arts;45;5689324;126429;231.482
137241;Yasujiro Ozu;Male;1903;Tokyo;;Japan;Asia;3.567.694;13.979.694;Film Director;Film And Theatre;Arts;28;2085019;74465;231.465
16278;James Randi;Male;1928;Toronto;;Canada;North America;43.7;-79.4;Magician;Media Personality;Public Figure;30;3165096;105503;231.448
553525;Walter Haworth;Male;1883;Chorley;;United Kingdom;Europe;53.653;-2.632;Chemist;Natural Sciences;Science & Technology;37;186880;5051;231.437
142576;Christian Morgenstern;Male;1871;Munich;;Germany;Europe;4.813.333;1.156.667;Writer;Language;Humanities;26;908081;34926;231.436
22831;Oliver Heaviside;Male;1850;Camden Town;;United Kingdom;Europe;51.541;-0.1433;Engineer;Engineering;Science & Technology;36;592138;16448;231.433
217434;Daniel Libeskind;Male;1946;Łódź;;Poland;Europe;5.178.333;1.946.667;Architect;Design;Arts;30;1714114;57137;231.433
1798012;Klaus Meine;Male;1948;Hanover;;Germany;Europe;5.236.667;971.667;Singer;Music;Arts;28;2052897;73318;231.419
1227040;Odd Hassel;Male;1897;Oslo;;Norway;Europe;59.95;10.75;Chemist;Natural Sciences;Science & Technology;34;206301;6068;231.414
171776;Mohamed ElBaradei;Male;1942;Cairo;;Egypt;Africa;30.05;3.123.333;Diplomat;Government;Institutions;54;2806353;51970;231.409
1199468;Paul Hermann Müller;Male;1899;Olten;;Switzerland;Europe;47.35;7.9;Chemist;Natural Sciences;Science & Technology;36;248498;6903;231.402
45397;Jane Goodall;Female;1934;London;;United Kingdom;Europe;5.150.722;-0.1275;Anthropologist;Social Sciences;Science & Technology;45;4787600;106391;23.14
235323;Michael Keaton;Male;1951;Pittsburgh;PA;United States;North America;4.051.582;-8.016.279;Actor;Film And Theatre;Arts;40;9703755;242594;231.396
159859;Italo Svevo;Male;1861;Trieste;;Italy;Europe;4.563.333;13.8;Writer;Language;Humanities;34;1949641;57342;231.384
439863;Martin Heinrich Klaproth;Male;1743;Wernigerode;;Germany;Europe;51.835;1.078.528;Chemist;Natural Sciences;Science & Technology;28;298518;10661;231.377
23839057;Sayyid Qutb;Male;1906;Musha;;Egypt;Africa;2.711.667;3.123.333;Writer;Language;Humanities;32;2606250;81445;231.372
60315;Iris Murdoch;Female;1919;Phibsborough;;Ireland;Europe;5.336.067;-627.267;Writer;Language;Humanities;33;1470375;44557;231.371
60116;George Eastman;Male;1854;Waterville;NY;United States;North America;4.293.167;-7.537.667;Inventor;Invention;Science & Technology;40;1808698;45217;231.371
61641;Charles Laughton;Male;1899;Scarborough;;United Kingdom;Europe;542.773;-0.4017;Actor;Film And Theatre;Arts;34;1818179;53476;231.366
644544;Augusto César Sandino;Male;1895;Niquinohomo;;Nicaragua;North America;11.9;-86.1;Social Activist;Activism;Public Figure;31;1271445;41014;231.361
76907;Louis Althusser;Male;1918;Birmendreïs;;Algeria;Africa;36.735;3.045;Philosopher;Philosophy;Humanities;41;2622361;63960;231.361
563078;William Arthur Lewis;Male;1915;Castries;;Saint Lucia;North America;1.401.667;-6.098.333;Economist;Social Sciences;Science & Technology;30;241548;8052;231.353
1586826;Mario Capecchi;Male;1937;Verona;;Italy;Europe;4.543.333;1.098.333;Biologist;Natural Sciences;Science & Technology;35;525459;15013;231.352
823277;John Cazale;Male;1936;Boston;MA;United States;North America;4.240.833;-710.125;Actor;Film And Theatre;Arts;27;4026845;149142;231.351
