article_id;full_name;sex;birth_year;city;state;country;continent;latitude;longitude;occupation;industry;domain;article_languages;page_views;average_views;historical_popularity_index
1436;Abraham;Male;-1800;Other;;Unknown;;33.7;43.5;Religious Figure;Religion;Institutions;105;17824676;169759;306.047
308;Aristotle;Male;-384;Stageira;;Greece;Europe;4.033.333;23.5;Philosopher;Philosophy;Humanities;152;56355172;370758;319.938
22954;Plato;Male;-427;Athens;;Greece;Europe;3.796.667;2.371.667;Philosopher;Philosophy;Humanities;142;46812003;329662;319.888
1095706;Jesus Christ;Male;-4;Judea;;Israel;Asia;32.5;34.9;Religious Figure;Religion;Institutions;214;60299092;281771;318.981
25664190;Socrates;Male;-469;Athens;;Greece;Europe;3.796.667;2.371.667;Philosopher;Philosophy;Humanities;137;40307143;294213;316.521
783;Alexander the Great;Male;-356;Pella;;Greece;Europe;40.8;2.251.667;Military Personnel;Military;Institutions;138;48358148;350421;31.584
18079;Leonardo da Vinci;Male;1452;Vinci;;Italy;Europe;4.378.333;1.091.667;Inventor;Invention;Science & Technology;174;88931135;511098;314.644
5823;Confucius;Male;-551;Qufu;;China;Asia;;;Philosopher;Philosophy;Humanities;192;22363652;116477;313.705
15924;Julius Caesar;Male;-100;Rome;;Italy;Europe;41.9;12.5;Politician;Government;Institutions;128;43088745;336631;311.161
13633;Homer;Male;-800;Smyrna;;Turkey;Europe;3.841.861;2.713.917;Writer;Language;Humanities;141;20839405;147797;311.087
23275;Pythagoras;Male;-570;Samos Island;;Greece;Europe;37.75;2.683.333;Philosopher;Philosophy;Humanities;114;26168219;229546;310.691
1844;Archimedes;Male;-287;Syracuse;;Italy;Europe;3.708.333;1.528.333;Mathematician;Math;Science & Technology;129;22022077;170714;309.907
19577;Moses;Male;-1391;Wadi Tumilat;;Egypt;Africa;;;Religious Figure;Religion;Institutions;115;21880195;190263;308.632
18934;Muhammad;Male;570;Mecca;;Saudi Arabia;Asia;2.141.667;3.981.667;Religious Figure;Religion;Institutions;150;43026648;286844;30.65
1436;Abraham;Male;-1800;Other;;Unknown;;33.7;43.5;Religious Figure;Religion;Institutions;105;17824676;169759;306.047
2731583;Adolf Hitler;Male;1889;Braunau am Inn;;Austria;Europe;4.825.833;13.035;Politician;Government;Institutions;169;17824676;759579;305.778
33163;Wolfgang Amadeus Mozart;Male;1756;Salzburg;;Austria;Europe;47.8;1.303.333;Composer;Music;Arts;177;51363334;290188;305.146
5314;Charlemagne;Male;742;Liège;;Belgium;Europe;;;Politician;Government;Institutions;116;26626252;229537;304.837
32897;William Shakespeare;Male;1564;Stratford-upon-Avon;;United Kingdom;Europe;52.19;-1.71;Writer;Language;Humanities;163;74882297;459401;304.398
21019;Michelangelo;Male;1475;Caprese Michelangelo;;Italy;Europe;4.363.333;1.198.333;Painter;Fine Arts;Arts;158;39992803;253119;304.383
1273;Augustus;Male;-63;Rome;;Italy;Europe;41.9;12.5;Politician;Government;Institutions;117;20307663;173570;304.195
69880;Napoleon Bonaparte;Male;1769;Corsica;;France;Europe;419.267;87.369;Politician;Government;Institutions;145;57559307;396961;303.263
14627;Isaac Newton;Male;1642;Woolsthorpe-by-Colsterworth;;United Kingdom;Europe;5.280.986;-0.62877;Physicist;Natural Sciences;Science & Technology;191;59909049;313660;302.889
736;Albert Einstein;Male;1879;Ulm;;Germany;Europe;48.4;998.333;Physicist;Natural Sciences;Science & Technology;166;89771090;540790;302.106
5635;Christopher Columbus;Male;1451;Genoa;;Italy;Europe;4.441.111;893.278;Explorer;Explorers;Exploration;153;58442090;381974;301.753
9906294;Johann Sebastian Bach;Male;1685;Eisenach;;Germany;Europe;5.097.611;1.032.056;Composer;Music;Arts;144;29753654;206623;301.672
8169;Dante Alighieri;Male;1265;Florence;;Italy;Europe;4.378.333;11.25;Writer;Language;Humanities;137;20540747;149932;301.496
17914;Ludwig van Beethoven;Male;1770;Bonn;;Germany;Europe;5.073.399;709.981;Composer;Music;Arts;153;48132344;314590;301.093
3395;Gautama Buddha;Male;-563;Lumbini;;Nepal;Asia;2.753.333;83.05;Philosopher;Philosophy;Humanities;124;23685332;191011;300.418
60827;Cleopatra VII of Egypt;Female;-69;Alexandria;;Egypt;Africa;31.2;2.991.667;Politician;Government;Institutions;100;18849501;188495;300.367
7567080;Martin Luther;Male;1483;Eisleben;;Germany;Europe;5.151.667;11.55;Religious Figure;Religion;Institutions;125;35167994;281344;300.311
29688374;Galileo Galilei;Male;1564;Pisa;;Italy;Europe;4.371.667;10.4;Astronomer;Natural Sciences;Science & Technology;146;48254299;330509;29.96
13574;Herodotus;Male;-484;Halicarnassus;;Turkey;Asia;3.703.778;2.742.417;Historian;History;Humanities;103;9703065;94205;299.592
24140;Paul of Tarsus;Male;5;Tarsus;;Turkey;Asia;3.691.667;3.489.556;Religious Figure;Religion;Institutions;100;15781652;157817;298.889
2030;Augustine of Hippo;Male;354;Souk Ahras;;Algeria;Africa;;;Philosopher;Philosophy;Humanities;105;17433781;166036;298.872
9331;Euclid;Male;-325;Other;;Unknown;;;;Mathematician;Math;Science & Technology;117;10896731;93134;298.846
32359;Virgil;Male;-70;Mantua;;Italy;Europe;4.511.667;1.078.333;Writer;Language;Humanities;114;9154149;80300;298.811
21632;Nero;Male;37;Anzio;;Italy;Europe;4.144.795;1.262.905;Politician;Government;Institutions;79;18309769;231769;298.599
30072;Thales;Male;-635;Miletus;;Turkey;Asia;3.753.028;2.727.833;Philosopher;Philosophy;Humanities;84;14460625;172150;298.485
16743;Karl Marx;Male;1818;Trier;;Germany;Europe;49.75;663.333;Economist;Social Sciences;Science & Technology;148;46599942;314864;298.429
19334;Marco Polo;Male;1254;Republic of Venice;;Italy;Europe;4.543.333;1.231.667;Explorer;Explorers;Exploration;127;17773989;139953;297.719
6046;Cicero;Male;-106;Arpino;;Italy;Europe;;;Politician;Government;Institutions;83;13649824;164456;297.426
26984;Sophocles;Male;-496;Athens;;Greece;Europe;3.799.583;2.371.528;Writer;Language;Humanities;100;8948030;89480;297.421
32603;Vincent van Gogh;Male;1853;Zundert;;Netherlands;Europe;5.146.667;466.667;Painter;Fine Arts;Arts;155;45449125;293220;297.384
17414699;Genghis Khan;Male;1162;Delüün Boldog;;Mongolia;Asia;;;Military Personnel;Military;Institutions;121;27565467;227814;297.353
44406;Zoroaster;Male;-600;Airyanem Vaejah;;Afghanistan;Asia;;;Writer;Language;Humanities;86;7010219;81514;297.245
13959;Hannibal Barca;Male;-248;Carthage;;Tunisia;Africa;3.685.806;1.033.083;Politician;Government;Institutions;86;18246118;212164;296.911
14631;Immanuel Kant;Male;1724;Kaliningrad;;Russia;Europe;5.471.667;2.051.667;Philosopher;Philosophy;Humanities;125;28745025;229960;296.882
13486;Hippocrates;Male;-460;Kos;;Greece;Europe;36.85;2.723.333;Physician;Medicine;Science & Technology;93;10097815;108579;296.361
26743;Sigmund Freud;Male;1856;Příbor;;Czech Republic;Europe;4.963.861;1.814.389;Psychologist;Social Sciences;Science & Technology;134;43475930;324447;296.293
24176;Pablo Picasso;Male;1881;Málaga;;Spain;Europe;3.671.944;-4.42;Painter;Fine Arts;Arts;143;56598798;395796;295.957
90050;Nefertiti;Female;-1370;Thebes;;Egypt;Africa;2.572.056;3.261.028;Companion;Companions;Public Figure;74;9660479;130547;295.711
28329;Solomon;Male;-1000;Jerusalem;;Israel;Asia;3.178.333;3.521.667;Religious Figure;Religion;Institutions;79;13359813;169112;295.649
16509;Jeanne d'Arc;Female;1412;Domrémy-la-Pucelle;;France;Europe;484.431;56.758;Military Personnel;Military;Institutions;104;27928806;268546;295.566
99598;Qin Shi Huang;Male;-259;Handan;;China;Asia;36.6;11.448.333;Politician;Government;Institutions;144;9197875;63874;295.192
20012109;Aesop;Male;-620;Other;;Unknown;;3.902.056;3.128.917;Writer;Language;Humanities;69;7898719;114474;294.989
10073;Epicurus;Male;-341;Samos Island;;Greece;Europe;37.75;2.683.333;Philosopher;Philosophy;Humanities;68;8895085;130810;294.762
6852;Caligula;Male;12;Anzio;;Italy;Europe;4.144.795;1.262.905;Politician;Government;Institutions;76;17137539;225494;294.536
25525;René Descartes;Male;1596;Descartes;Indre-et-Loire;France;Europe;469.744;0.6986;Philosopher;Philosophy;Humanities;120;26370301;219753;294.481
21490957;Thomas Aquinas;Male;1225;Roccasecca;;Italy;Europe;41.55;1.366.667;Philosopher;Philosophy;Humanities;103;17427900;169203;294.352
30437;Tutankhamun;Male;-1341;Ancient Egypt;;Egypt;Africa;;;Politician;Government;Institutions;75;17640463;235206;293.953
73513;Mary;Female;-18;Nazareth;;Israel;Asia;3.270.194;3.530.333;Religious Figure;Religion;Institutions;100;4043545;40435;293.919
19242322;Johann Wolfgang von Goethe;Male;1749;Frankfurt;;Germany;Europe;;;Writer;Language;Humanities;132;20958901;158780;293.385
20155;Marcus Aurelius;Male;121;Rome;;Italy;Europe;41.9;12.5;Politician;Government;Institutions;73;11839877;162190;293.305
32375;Voltaire;Male;1694;Paris;;France;Europe;488.567;23.508;Writer;Language;Humanities;112;27632624;246720;292.732
37802;Ovid;Male;-43;Sulmona;;Italy;Europe;4.203.333;1.393.333;Writer;Language;Humanities;88;7030681;79894;292.723
21444;Niccolò Machiavelli;Male;1469;Florence;;Italy;Europe;4.378.333;11.25;Philosopher;Philosophy;Humanities;106;22390820;211234;292.668
4068;Blaise Pascal;Male;1623;Clermont-Ferrand;;France;Europe;457.831;30.824;Mathematician;Math;Science & Technology;103;17297105;167933;292.544
841;Attila the Hun;Male;406;Hajdúböszörmény;;Hungary;Europe;;;Politician;Government;Institutions;83;11123103;134013;292.433
8551;David;Male;-1040;Bethlehem;;Palestine;Asia;3.170.306;3.519.556;Politician;Government;Institutions;72;14023246;194767;292.419
44525;Raphael;Male;1483;Urbino;;Italy;Europe;4.371.667;1.263.333;Painter;Fine Arts;Arts;112;16525336;147548;292.108
8145410;Charles Darwin;Male;1809;Shrewsbury;;United Kingdom;Europe;5.271.278;-276.319;Biologist;Natural Sciences;Science & Technology;148;49582198;335015;291.979
13623554;Che Guevara;Male;1928;Rosario;;Argentina;South America;-32.95;-6.066.667;Social Activist;Activism;Public Figure;129;54896869;425557;291.644
15941;Jean-Jacques Rousseau;Male;1712;Geneva;;Switzerland;Europe;46.2;6.15;Philosopher;Philosophy;Humanities;106;26399173;249049;291.628
65119;Laozi;Male;-400;Henan;;China;Asia;33.9;113.5;Philosopher;Philosophy;Humanities;105;6743614;64225;291.483
19379;Mahatma Gandhi;Male;1869;Porbandar;;India;Asia;21.63;69.6;Social Activist;Activism;Public Figure;138;44366012;321493;291.406
26983;Saladin;Male;1138;Tikrit;;Iraq;Asia;34.6;4.368.333;Politician;Government;Institutions;104;14119978;135769;291.401
31665644;Saint Peter;Male;0;Bethsaida;;Syria;Asia;32.91;35.631;Religious Figure;Religion;Institutions;98;14650751;149497;291.364
27784;Sappho;Female;-625;Lesbos Island;;Greece;Europe;3.916.667;2.633.333;Writer;Language;Humanities;82;5492117;66977;291.232
2023;Aeschylus;Male;-525;Eleusina;;Greece;Europe;3.803.333;2.353.333;Writer;Language;Humanities;74;6231138;84205;290.996
23979;Ptolemy;Male;90;Egypt;;Egypt;Africa;31.2;2.991.667;Astronomer;Natural Sciences;Science & Technology;87;9459640;108731;290.892
16125;John the Baptist;Male;-5;Jerusalem;;Israel;Asia;;;Religious Figure;Religion;Institutions;78;10702126;137207;290.865
30570;Trajan;Male;53;Italica;;Spain;Europe;3.744.389;-604.667;Politician;Government;Institutions;72;6299821;87498;290.781
20787;Mary Magdalene;Female;1;Magdala;;Israel;Asia;32.825;355.075;Religious Figure;Religion;Institutions;65;13657412;210114;290.759
13792;Heraclitus;Male;-535;Ephesus;;Turkey;Asia;3.794.111;2.734.194;Philosopher;Philosophy;Humanities;72;7690246;106809;290.696
13151;Gilgamesh;Male;-3500;Other;;Iraq;Asia;;;Politician;Government;Institutions;54;9602219;177819;290.492
45080;Vasco da Gama;Male;1469;Sines;;Portugal;Europe;3.795.472;-886.444;Explorer;Explorers;Exploration;119;12831158;107825;290.264
1814;Adam Smith;Male;1723;Kirkcaldy;;United Kingdom;Europe;5.611.073;-316.737;Economist;Social Sciences;Science & Technology;111;20395667;183745;290.105
10128;Elizabeth I of England;Female;1533;London;;United Kingdom;Europe;5.148.222;-0.00667;Politician;Government;Institutions;106;39290364;370664;290.005
13693;Horace;Male;-65;Venusia;;Italy;Europe;4.096.177;1.581.479;Writer;Language;Humanities;76;5211790;68576;29
18553;Louis XIV of France;Male;1638;Paris;;France;Europe;4.889.806;209.639;Politician;Government;Institutions;89;25431554;285748;289.814
39356;Anne Boleyn;Female;1501;Norfolk or Kent;;United Kingdom;Europe;5.118.348;0.11055;Companion;Companions;Public Figure;62;25342861;408756;289.534
19914843;Ferdinand Magellan;Male;1480;Sabrosa;;Portugal;Europe;4.128.444;-7.595;Explorer;Explorers;Exploration;120;14936167;124468;289.393
15641;Joseph Stalin;Male;1878;Gori;;Georgia;Asia;4.196.667;44.1;Politician;Government;Institutions;134;42908561;320213;289.317
21476519;Ramesses II;Male;-1303;Other;;Egypt;Africa;;;Politician;Government;Institutions;59;10524828;178387;289.233
11015252;Vladimir Lenin;Male;1870;Ulyanovsk;;Russia;Europe;5.431.667;4.836.667;Politician;Government;Institutions;137;27160642;198253;289.211
94111;Leonidas I;Male;-540;Sparta;;Greece;Europe;3.708.194;2.242.361;Politician;Government;Institutions;57;11025629;193432;289.027
1130;Avicenna;Male;980;Bukhara;;Uzbekistan;Asia;3.976.667;6.443.333;Philosopher;Philosophy;Humanities;102;10026549;98300;288.917
89728;Akhenaten;Male;-1380;Other;;Egypt;Africa;26;30;Politician;Government;Institutions;62;7197331;116086;28.856
15745;Johannes Gutenberg;Male;1398;Mainz;;Germany;Europe;50;826.667;Inventor;Invention;Science & Technology;108;11713571;108459;288.535
9808;Euripides;Male;-480;Salamis Island;;Greece;Europe;3.793.333;23.5;Writer;Language;Humanities;65;5941148;91402;288.391
75150;Seneca the Younger;Male;-4;Córdoba;;Spain;Europe;3.788.333;-476.667;Philosopher;Philosophy;Humanities;62;8549935;137902;288.207
2402;Albrecht Dürer;Male;1471;Nuremberg;;Germany;Europe;49.45;1.108.333;Painter;Fine Arts;Arts;112;10212700;91185;288.184
36812;Pericles;Male;-495;Athens;;Greece;Europe;3.796.667;2.371.667;Politician;Government;Institutions;63;7934375;125942;288.129
51825;Sun Tzu;Male;-544;Qi;;China;Asia;;;Philosopher;Philosophy;Humanities;81;6622800;81763;287.957
13621;Hadrian;Male;76;Italica;;Spain;Europe;3.744.389;-604.667;Politician;Government;Institutions;64;6885963;107593;287.796
59172;Judas Iscariot;Male;-1;Other;;Unknown;;;;Religious Figure;Religion;Institutions;63;11142102;176859;287.693
19960;Mark Antony;Male;-83;Rome;;Italy;Europe;41.9;12.5;Politician;Government;Institutions;61;9040703;148208;287.531
14358;Hammurabi;Male;-1796;Babylon;;Iraq;Asia;3.253.639;4.442.083;Politician;Government;Institutions;82;5376002;65561;287.455
16143;John Locke;Male;1632;Wrington;;United Kingdom;Europe;513.617;-27.606;Philosopher;Philosophy;Humanities;99;23061256;232942;287.425
8211;Democritus;Male;-460;Abdera;;Greece;Europe;40.95;2.498.333;Philosopher;Philosophy;Humanities;72;9288258;129004;287.332
1028;Aristophanes;Male;-446;Athens;;Greece;Europe;3.796.667;2.371.667;Writer;Language;Humanities;68;4704294;69181;287.213
20076;Martin Luther King Jr.;Male;1929;Atlanta;GA;United States;North America;33.755;-84.39;Social Activist;Activism;Public Figure;116;28854653;248747;286.877
24517;Plutarch;Male;45;Chaeronea;;Greece;Europe;3.851.667;22.85;Philosopher;Philosophy;Humanities;72;5399390;74992;286.819
10671;Friedrich Nietzsche;Male;1844;Röcken;;Germany;Europe;5.124.083;1.211.611;Philosopher;Philosophy;Humanities;117;39344570;336278;286.677
42146;Victor Hugo;Male;1802;Besançon;;France;Europe;472.431;60.219;Writer;Language;Humanities;123;25659755;208616;286.599
14980;Imhotep;Male;-2650;Memphis;;Egypt;Africa;2.984.472;3.125.083;Architect;Design;Arts;56;4231465;75562;286.228
9288;Elvis Presley;Male;1935;Tupelo;MS;United States;North America;3.425.972;-8.872.583;Singer;Music;Arts;118;55896331;473698;286.172
40112;Salvador Dalí;Male;1904;Figueres;;Spain;Europe;4.226.667;2.965;Painter;Fine Arts;Arts;122;37482606;307234;28.593
25452;Richard Wagner;Male;1813;Leipzig;;Germany;Europe;5.133.333;1.238.333;Composer;Music;Arts;116;17596072;151690;285.694
7236;Constantine I;Male;272;Niš;;Serbia;Europe;43.3;21.9;Politician;Government;Institutions;96;8393354;87431;285.648
51465;Molière;Male;1622;Paris;;France;Europe;488.567;23.508;Writer;Language;Humanities;106;17239276;162635;285.634
19283178;Benito Mussolini;Male;1883;Predappio;;Italy;Europe;44.1;1.198.333;Politician;Government;Institutions;105;30179131;287420;285.507
13700;Hesiod;Male;-800;Other;;Greece;Europe;;;Writer;Language;Humanities;61;3804261;62365;285.445
46289;Xerxes I of Persia;Male;-519;Other;;Iran;Asia;32;53;Politician;Government;Institutions;57;8762549;153729;285.358
30536;Tiberius;Male;-42;Rome;;Italy;Europe;41.9;12.5;Politician;Government;Institutions;75;7080121;94402;285.326
22614;Oscar Wilde;Male;1854;Dublin;;Ireland;Europe;5.334.778;-625.972;Writer;Language;Humanities;100;27541340;275413;285.287
10868;Francisco Goya;Male;1746;Fuendetodos;;Spain;Europe;4.134.333;-0.85861;Painter;Fine Arts;Arts;116;13608720;117317;285.249
21463370;Peter Paul Rubens;Male;1577;Siegen;;Germany;Europe;5.088.333;801.667;Painter;Fine Arts;Arts;99;8171725;82543;285.205
6548;Claude Monet;Male;1840;Paris;;France;Europe;488.567;23.508;Painter;Fine Arts;Arts;92;23208960;252271;285.044
234264;Diogenes of Sinope;Male;-412;Sinop;;Turkey;Asia;4.203.333;35.15;Philosopher;Philosophy;Humanities;62;5869970;94677;284.978
8580;Diocletian;Male;244;Solin;;Croatia;Europe;43.535;16.485;Politician;Government;Institutions;70;5522343;78891;284.917
46117;Eratosthenes;Male;-276;Cyrene;;Libya;Africa;32.825;2.185.806;Geographer;Social Sciences;Science & Technology;70;5976911;85384;284.856
10823;Frédéric Chopin;Male;1810;Żelazowa Wola;;Poland;Europe;5.226.667;2.033.333;Composer;Music;Arts;109;22680875;208081;284.658
14187;Henry VIII of England;Male;1491;Greenwhich;;United Kingdom;Europe;5.148.222;-0.00667;Nobleman;Government;Institutions;77;48601509;631188;284.656
19527;Mao Zedong;Male;1893;Shaoshan;;China;Asia;27.91;112.48;Politician;Government;Institutions;122;29051982;238131;284.606
45109;Marie Antoinette;Female;1755;Vienna;;Austria;Europe;48.2;1.636.667;Nobleman;Government;Institutions;65;32610600;501702;284.474
6125;Carl Friedrich Gauss;Male;1777;Braunschweig;;Germany;Europe;5.226.667;1.051.667;Mathematician;Math;Science & Technology;108;10019549;92774;284.442
12958;Giuseppe Verdi;Male;1813;Le Roncole;;Italy;Europe;449.525;1.007.222;Composer;Music;Arts;107;11937617;111567;28.398
22416;Otto von Bismarck;Male;1815;Schönhausen;;Germany;Europe;5.257.861;1.203.972;Politician;Government;Institutions;108;15484912;143379;28.386
7018;Caravaggio;Male;1571;Milan;;Italy;Europe;4.546.667;918.333;Painter;Fine Arts;Arts;71;13560021;190986;283.579
15192;Isaac;Male;-3500;Canaan;;Israel;Asia;;;Religious Figure;Religion;Institutions;62;4778973;77080;283.556
16209;Justinian I;Male;483;Tauresium;;Republic Of Macedonia;Europe;;;Politician;Government;Institutions;72;5998344;83310;283.512
19318;Marilyn Monroe;Female;1926;Los Angeles;CA;United States;North America;34.05;-118.25;Actor;Film And Theatre;Arts;143;63671491;445255;283.466
12598;Georg Wilhelm Friedrich Hegel;Male;1770;Stuttgart;;Germany;Europe;4.878.333;918.333;Philosopher;Philosophy;Humanities;95;10627502;111868;283.382
73515;Sandro Botticelli;Male;1445;Florence;;Italy;Europe;4.378.333;11.25;Painter;Fine Arts;Arts;70;9514874;135927;283.374
12963;Giordano Bruno;Male;1548;Nola;;Italy;Europe;4.092.608;1.452.744;Astronomer;Natural Sciences;Science & Technology;83;7818939;94204;283.298
800012;Cyrus the Great;Male;-576;Anshan;;Iran;Asia;3.001.167;5.240.778;Politician;Government;Institutions;89;6836963;76820;283.238
17740;Louis Pasteur;Male;1822;Dole;;France;Europe;470.931;54.906;Chemist;Natural Sciences;Science & Technology;116;17803458;153478;283.177
44324;Commodus;Male;161;Lanuvium;;Italy;Europe;416.747;1.269.758;Politician;Government;Institutions;57;5964371;104638;283.054
18993992;Spartacus;Male;-109;Thrace;;Bulgaria;Europe;;;Military Personnel;Military;Institutions;64;29683994;463812;282.996
12775;George Frideric Handel;Male;1685;Halle;;Germany;Europe;5.148.333;1.196.667;Composer;Music;Arts;93;10717383;115241;282.857
5233;Carl Linnaeus;Male;1707;Råshult;;Sweden;Europe;56.618;14.202;Biologist;Natural Sciences;Science & Technology;123;9210590;74883;282.851
21615;Nostradamus;Male;1503;Saint-Rémy-de-Provence;;France;Europe;43.79;48.325;Writer;Language;Humanities;74;22719309;307018;282.818
47118;Darius I of Persia;Male;-549;Other;;Iran;Asia;;;Politician;Government;Institutions;67;3654557;54546;282.766
34155;Xenophon;Male;-431;Athens;;Greece;Europe;3.796.667;2.371.667;Historian;History;Humanities;57;3450862;60541;282.743
23734;Petrarch;Male;1304;Arezzo;;Italy;Europe;4.347.333;11.87;Writer;Language;Humanities;77;7824106;101612;282.658
12957;Giovanni Boccaccio;Male;1313;Certaldo;;Italy;Europe;4.354.778;1.104.111;Writer;Language;Humanities;77;5589596;72592;282.525
11625;Fyodor Dostoyevsky;Male;1821;Moscow;;Russia;Europe;55.75;3.761.667;Writer;Language;Humanities;113;13376431;118375;282.486
31131;Theodosius I;Male;347;Coca;Segovia;Spain;Europe;412.167;-45.167;Politician;Government;Institutions;65;3904324;60067;282.484
9840;Elijah;Male;-3500;Tishbe;Gilead;Jordan;Asia;;;Religious Figure;Religion;Institutions;55;5685950;103381;282.463
58230;Solon;Male;-638;Athens;;Greece;Europe;3.796.667;2.371.667;Politician;Government;Institutions;54;4115537;76214;282.375
52121;Strabo;Male;-64;Amasya;;Turkey;Asia;40.65;3.583.306;Geographer;Social Sciences;Science & Technology;67;2234878;33356;282.178
19455;Max Weber;Male;1864;Erfurt;;Germany;Europe;5.098.333;1.103.333;Sociologist;Social Sciences;Science & Technology;89;17464357;196229;282.169
18622119;Leo Tolstoy;Male;1828;Yasnaya Polyana;;Russia;Europe;5.407.611;3.752.611;Writer;Language;Humanities;123;16181442;131556;282.126
29823;Thomas Hobbes;Male;1588;Malmesbury;;United Kingdom;Europe;;;Philosopher;Philosophy;Humanities;79;13453210;170294;282.082
242606;Khufu;Male;-2600;Other;;Unknown;;;;Politician;Government;Institutions;52;3397134;65330;282.012
30864;Thucydides;Male;-460;Alimos;;Greece;Europe;3.791.667;2.371.667;Historian;History;Humanities;71;4063157;57228;28.199
12281;Gottfried Wilhelm von Leibniz;Male;1646;Leipzig;;Germany;Europe;5.133.333;1.238.333;Mathematician;Math;Science & Technology;106;7295094;68822;281.935
19594563;Tacitus;Male;56;Gaul;;France;Europe;46.5;2.9;Historian;History;Humanities;67;4359911;65073;281.906
15930;John Calvin;Male;1509;Noyon;;France;Europe;495.817;29.997;Religious Figure;Religion;Institutions;79;9406706;119072;28.177
32917;Walt Disney;Male;1901;Chicago;IL;United States;North America;41.92;-87.73;Producer;Business;Business & Law;113;33332870;294981;281.723
30479;Thomas More;Male;1478;London;;United Kingdom;Europe;515.155;-0.0922;Philosopher;Philosophy;Humanities;69;11761778;170461;281.615
17900;Le Corbusier;Male;1887;La Chaux-de-Fonds;;Switzerland;Europe;4.710.133;6.825;Architect;Design;Arts;107;13401962;125252;281.602
32570;Vespasian;Male;9;Falacrinae;;Italy;Europe;;;Politician;Government;Institutions;69;4020556;58269;281.584
16340;Jean-Paul Sartre;Male;1905;Paris;;France;Europe;488.567;23.508;Writer;Language;Humanities;106;19009595;179336;281.531
15736;Johannes Kepler;Male;1571;Weil der Stadt;;Germany;Europe;4.875.083;887.056;Astronomer;Natural Sciences;Science & Technology;105;12480204;118859;281.457
52790;Aleksandr Pushkin;Male;1799;Moscow;;Russia;Europe;55.75;3.761.667;Writer;Language;Humanities;116;6788172;58519;281.305
1168;Anaximander;Male;-610;Miletus;;Turkey;Asia;3.753.028;2.727.833;Philosopher;Philosophy;Humanities;70;4275744;61082;281.212
10152;Desiderius Erasmus;Male;1466;Rotterdam;;Netherlands;Europe;5.191.667;4.5;Philosopher;Philosophy;Humanities;69;8517572;123443;281.211
26992;Suleiman the Magnificent;Male;1494;Trabzon;;Turkey;Asia;41;3.973.333;Politician;Government;Institutions;87;20448629;235042;281.209
33265;Winston Churchill;Male;1874;Blenheim Palace;;United Kingdom;Europe;5.184.194;-136.139;Politician;Government;Institutions;114;32842779;288095;281.069
52346;Nebuchadrezzar II;Male;-634;Other;;Iraq;Asia;;;Politician;Government;Institutions;57;5540287;97198;280.941
23575;Parmenides;Male;-510;Velia;;Italy;Europe;4.016.083;15.155;Philosopher;Philosophy;Humanities;58;4554554;78527;280.922
43311;Johannes Vermeer;Male;1632;Delft;;Netherlands;Europe;5.201.667;436.667;Painter;Fine Arts;Arts;74;9648252;130382;280.899
405374;Ali;Male;598;Kaaba;;Saudi Arabia;Asia;214.225;3.982.618;Religious Figure;Religion;Institutions;84;9632569;114673;280.897
15630;James Cook;Male;1728;Marton;;United Kingdom;Europe;545.406;-12.124;Explorer;Explorers;Exploration;115;11738304;102072;280.893
3986;Benjamin Franklin;Male;1706;Boston;MA;United States;North America;4.235.806;-7.106.361;Politician;Government;Institutions;88;29472054;334910;280.867
9549;Edgar Allan Poe;Male;1809;Boston;MA;United States;North America;4.235.806;-7.106.361;Writer;Language;Humanities;99;33748011;340889;280.844
16094;Joseph Haydn;Male;1732;Rohrau;;Austria;Europe;4.806.667;16.85;Composer;Music;Arts;83;11122433;134005;280.808
42368;Honoré de Balzac;Male;1799;Tours;;France;Europe;473.936;0.6892;Writer;Language;Humanities;82;9787362;119358;280.715
18024;Li Bai;Male;701;Suyab;;China;Asia;;;Writer;Language;Humanities;102;2893988;28372;280.664
27729289;Giotto di Bondone;Male;1267;Florence;;Italy;Europe;4.378.333;11.25;Artist;Fine Arts;Arts;68;5544452;81536;280.579
11968;George Washington;Male;1732;Westmoreland County;VA;United States;North America;38.11;-76.8;Politician;Government;Institutions;134;34838477;259989;28.046
69852;Donatello;Male;1386;Florence;;Italy;Europe;4.378.333;11.25;Painter;Fine Arts;Arts;79;6995725;88553;280.258
29778;Thomas Edison;Male;1847;Milan;OH;United States;North America;4.129.333;-8.260.139;Inventor;Invention;Science & Technology;126;38631687;306601;280.222
12326;Galen;Male;130;Pergamon;;Turkey;Asia;391.325;2.718.417;Physician;Medicine;Science & Technology;73;4392712;60174;28.019
154239;Titian;Male;1485;Pieve di Cadore;;Italy;Europe;4.643.333;1.236.667;Painter;Fine Arts;Arts;67;7560886;112849;280.174
3408;Baruch Spinoza;Male;1632;Amsterdam;;Netherlands;Europe;5.236.667;4.9;Philosopher;Philosophy;Humanities;84;8686774;103414;280.143
11638;Francis of Assisi;Male;1182;Assisi;;Italy;Europe;4.307.583;126.175;Philosopher;Philosophy;Humanities;77;18323088;237962;279.971
16142;James Watt;Male;1736;Greenock;;United Kingdom;Europe;5.594.957;-476.415;Inventor;Invention;Science & Technology;102;8142107;79825;279.914
25439083;Timur;Male;1336;Transoxiana;;Uzbekistan;Asia;39.05;6.683.333;Military Personnel;Military;Institutions;94;7532855;80137;279.771
6140;Claudius;Male;-10;Lyon;;France;Europe;45.76;4.84;Politician;Government;Institutions;71;5783578;81459;279.662
